idCliente;Producto;Número_de_Identificación;Tipo_de_Identificación;Tipo_de_Cliente
942;Circular Residencial ;94509940;RUC;Jurídico
943;Split Pared;29650720;DNI;Natural
944;Presostato;65146524;RUC;Jurídico
945;Manguera;43865583;DNI;Natural
946;Rejilla 3 vías;70969951;RUC;Jurídico
947;Termostatos;26071985;RUC;Jurídico
948;Cassette;50979106;DNI;Natural
949;Termostatos;73888301;DNI;Natural
950;Helicocentrífugo Comercial ;72025378;DNI;Natural
951;Ventilador Centrífugo;9293082;RUC;Jurídico
952;Rejilla 4 vías;75465842;RUC;Jurídico
953;Ventilador Industrial;42879500;RUC;Jurídico
954;Fan Coil;16740774;DNI;Natural
955;Fan Coil;13407584;RUC;Jurídico
956;Válvula de Servicio;1427388;DNI;Natural
957;Split Pared;4048255;DNI;Natural
958;Split Pared;28135035;DNI;Natural
959;Ventilador Tubular;47585018;DNI;Natural
960;Rejilla 1 vía;16646220;DNI;Natural
961;Cortina de Aire Industrial;53538752;RUC;Jurídico
962;Tipo Paquete;75855239;DNI;Natural
963;Ventilador Industrial;48472385;RUC;Jurídico
964;Rejilla 2 vías;71579554;RUC;Jurídico
965;Split Ducto;36849928;RUC;Jurídico
966;Circular Residencial ;18094859;RUC;Jurídico
967;Tipo Paquete;40519723;RUC;Jurídico
968;Ventilador Tubular;70819152;DNI;Natural
969;Ventana;40154370;DNI;Natural
970;Helicocentrífugo Comercial ;82886981;DNI;Natural
971;Fan Coil;58825590;DNI;Natural
972;Split Ducto;65464973;DNI;Natural
973;Ventilador Tubular;96103068;RUC;Jurídico
974;Cassette;1908521;RUC;Jurídico
975;Helicocentrífugo Residencial;29840707;DNI;Natural
976;Fan Coil;36831976;DNI;Natural
977;Fan Coil;33694546;RUC;Jurídico
978;Tipo Paquete;27985101;RUC;Jurídico
979;Circular Residencial ;53979150;RUC;Jurídico
980;Termostatos;78358438;DNI;Natural
981;Circular Residencial ;64571032;RUC;Jurídico
982;Filtro de Poliester;93224097;DNI;Natural
983;VRV;32527613;DNI;Natural
984;Termostatos;14171224;DNI;Natural
985;Fan Coil;82875383;RUC;Jurídico
986;Helicocentrífugo Silent  ;74748409;DNI;Natural
987;Cortina de Aire ;76903424;DNI;Natural
988;Helicocentrífugo Silent  ;47537065;DNI;Natural
989;Cortina de Aire Industrial;71489988;DNI;Natural
990;VRV;96459609;DNI;Natural
991;Split Pared;45577030;RUC;Jurídico
992;Ventana;87893487;DNI;Natural
993;Rejilla Multifuncional;93205115;DNI;Natural
994;VRF;80273589;DNI;Natural
995;Manguera;93024237;RUC;Jurídico
996;Ventilador Centrífugo;51221622;RUC;Jurídico
997;VRV;46050272;RUC;Jurídico
998;Fan Coil;52983356;RUC;Jurídico
999;Visor Líquido;53663401;DNI;Natural
1000;Cortina de Aire ;21227784;DNI;Natural
407;Helicocentrífugo Residencial;20766644302;RUC;Jurídico
31;Cortina de Aire ;40496568;DNI;Natural
165;Ventilador Tubular;61991921;DNI;Natural
148;VRV;36487555;DNI;Natural
315;Ventana;20638068302;RUC;Jurídico
176;Cassette;44033410;DNI;Natural
298;Ventilador Industrial;14321179;DNI;Natural
277;Fan Coil;46833227;DNI;Natural
226;Rejilla Multifuncional;38161990;DNI;Natural
223;VRF;54355139;DNI;Natural
316;Split Ducto;20861416027;RUC;Jurídico
196;Tipo Paquete;13128671;DNI;Natural
458;Cassette;20780601321;RUC;Jurídico
389;Split Pared;20255660233;RUC;Jurídico
304;Rejilla Rotacional;20190026008;RUC;Jurídico
221;Ducto Rectangular;69813522;DNI;Natural
10;VRF;90520010;DNI;Natural
168;Split Ducto;27785930;DNI;Natural
186;Tipo Paquete;85089186;DNI;Natural
159;Fan Coil;71650903;DNI;Natural
137;VRV;98611455;DNI;Natural
406;VRV;20929602951;RUC;Jurídico
84;Ventana;92037340;DNI;Natural
346;Ventilador Industrial;20310193926;RUC;Jurídico
409;Split Piso Techo;20095828050;RUC;Jurídico
259;Rejilla 3 vías;68694927;DNI;Natural
145;Split Piso Techo;85662745;DNI;Natural
34;Ventilador Centrífugo;44287974;DNI;Natural
56;Split Ducto;44191656;DNI;Natural
397;Termostatos;20790347552;RUC;Jurídico
406;Split Pared;20929602951;RUC;Jurídico
349;Ventilador Centrífugo;20826989970;RUC;Jurídico
427;Repuestos;20597971343;RUC;Jurídico
261;VRF;30426771;DNI;Natural
223;Ducto Flexible;54355139;DNI;Natural
97;Ventana;55562141;DNI;Natural
157;Helicocentrífugo Comercial ;42291896;DNI;Natural
402;Helicocentrífugo Comercial ;20165212174;RUC;Jurídico
497;Split Pared;20113788142;RUC;Jurídico
364;Helicocentrífugo Comercial ;20043661201;RUC;Jurídico
91;Filtro Deshumedecedor;77876908;DNI;Natural
450;VRF;20920687740;RUC;Jurídico
359;Ventilador Centrífugo;20062728268;RUC;Jurídico
388;Split Pared;20151662716;RUC;Jurídico
384;Fan Coil;20499875082;RUC;Jurídico
44;Split Piso Techo;83581653;DNI;Natural
357;Cassette;20139488893;RUC;Jurídico
146;Circular Residencial ;46392535;DNI;Natural
111;Cassette;29289996;DNI;Natural
359;Split Ducto;20062728268;RUC;Jurídico
295;Helicocentrífugo Silent  ;82536780;DNI;Natural
183;Tipo Paquete;93020275;DNI;Natural
451;Ventana;20810019416;RUC;Jurídico
86;Ventilador Tubular;69161940;DNI;Natural
443;Rejilla 1 vía;20359749202;RUC;Jurídico
499;Manguera;20959276550;RUC;Jurídico
214;Helicocentrífugo Residencial;33222507;DNI;Natural
221;Cortina de Aire ;69813522;DNI;Natural
316;Ventilador Tubular;20861416027;RUC;Jurídico
282;Cortina de Aire Industrial;27698755;DNI;Natural
7;Split Pared;56679144;DNI;Natural
33;Split Ducto;93956514;DNI;Natural
298;Tipo Paquete;14321179;DNI;Natural
250;Circular Residencial ;43031062;DNI;Natural
430;Ventilador Centrífugo;20662432978;RUC;Jurídico
28;Cortina de Aire ;70347136;DNI;Natural
492;Ventilador Tubular;20081143811;RUC;Jurídico
212;Tipo Paquete;87185129;DNI;Natural
228;VRV;22840497;DNI;Natural
259;Cassette;68694927;DNI;Natural
346;Helicocentrífugo Silent  ;20310193926;RUC;Jurídico
85;Tipo Paquete;63554229;DNI;Natural
180;VRF;85138348;DNI;Natural
356;Cortina de Aire ;20536403325;RUC;Jurídico
102;Termostatos;14320905;DNI;Natural
485;VRF;20568680306;RUC;Jurídico
352;Split Piso Techo;20899922743;RUC;Jurídico
347;Rejilla Doble Deflexión;20386780999;RUC;Jurídico
133;Cassette;70578236;DNI;Natural
365;Cortina de Aire ;20882109726;RUC;Jurídico
277;Split Pared;46833227;DNI;Natural
483;Fan Coil;20538507857;RUC;Jurídico
318;Filtro Deshumedecedor;20981104924;RUC;Jurídico
337;Split Ducto;20718744374;RUC;Jurídico
191;Rejilla de Retorno;59825302;DNI;Natural
322;Cortina de Aire Industrial;20979752891;RUC;Jurídico
75;VRV;53755180;DNI;Natural
404;Fan Coil;20480847588;RUC;Jurídico
153;Split Pared;37474632;DNI;Natural
201;Fan Coil;47047640;DNI;Natural
261;Ventana;30426771;DNI;Natural
221;Split Piso Techo;69813522;DNI;Natural
170;Helicocentrífugo Comercial ;92997107;DNI;Natural
313;Fan Coil;20744113510;RUC;Jurídico
340;Termostatos;20824752378;RUC;Jurídico
441;VRV;20384943554;RUC;Jurídico
500;Repuestos;20932811789;RUC;Jurídico
388;Rejilla Lineal;20151662716;RUC;Jurídico
242;Ventilador Industrial;78376531;DNI;Natural
357;Tipo Paquete;20139488893;RUC;Jurídico
193;Ventilador Centrífugo;55546166;DNI;Natural
256;Split Pared;23027948;DNI;Natural
109;Termostatos;80625314;DNI;Natural
438;Tipo Paquete;20267074315;RUC;Jurídico
448;VRF;20814877695;RUC;Jurídico
369;Manguera;20278129282;RUC;Jurídico
408;Rejilla Circular;20682194310;RUC;Jurídico
361;Termostatos;20397858753;RUC;Jurídico
77;Cortina de Aire Industrial;11866258;DNI;Natural
28;Gas Refrigerante;70347136;DNI;Natural
403;Rejilla Circular;20580253234;RUC;Jurídico
384;Rejilla 4 vías;20499875082;RUC;Jurídico
50;Circular Residencial ;50252311;DNI;Natural
71;Termostatos;68257995;DNI;Natural
320;Rejilla Lineal;20482938625;RUC;Jurídico
428;Cinta de Aluminio;20676742895;RUC;Jurídico
208;Presostato;55863357;DNI;Natural
236;Ventilador Centrífugo;27198254;DNI;Natural
482;Repuestos;20466050895;RUC;Jurídico
452;Fan Coil;20842782083;RUC;Jurídico
453;VRF;20839981850;RUC;Jurídico
93;Split Pared;18659923;DNI;Natural
283;Helicocentrífugo Residencial;61317750;DNI;Natural
300;Termostatos;20144707;DNI;Natural
35;Helicocentrífugo Silent  ;68775546;DNI;Natural
329;VRF;20442391608;RUC;Jurídico
144;Split Piso Techo;82794601;DNI;Natural
369;Fan Coil;20278129282;RUC;Jurídico
117;Repuestos;17567520;DNI;Natural
92;Rejilla Doble Deflexión;65855593;DNI;Natural
299;Termostatos;12346512;DNI;Natural
144;VRV;82794601;DNI;Natural
248;Cassette;99439033;DNI;Natural
441;Helicocentrífugo Silent  ;20384943554;RUC;Jurídico
278;Cortina de Aire ;13076752;DNI;Natural
394;Filtro de Poliester;20210827617;RUC;Jurídico
368;Cortina de Aire ;20016495290;RUC;Jurídico
6;Termostatos;31935535;DNI;Natural
10;Filtro Deshumedecedor;90520010;DNI;Natural
459;Cortina de Aire Industrial;20538757529;RUC;Jurídico
257;Split Pared;91328517;DNI;Natural
346;Válvula de Servicio;20310193926;RUC;Jurídico
160;Cassette;64013255;DNI;Natural
287;VRV;33321414;DNI;Natural
257;Cassette;91328517;DNI;Natural
35;Split Pared;68775546;DNI;Natural
298;Ventilador Industrial;14321179;DNI;Natural
253;VRF;28776480;DNI;Natural
498;Cortina de Aire Industrial;20990804585;RUC;Jurídico
315;Rejilla Multifuncional;20638068302;RUC;Jurídico
166;Rejilla 1 vía;48632810;DNI;Natural
276;Split Piso Techo;72089232;DNI;Natural
57;Gas Refrigerante;75923135;DNI;Natural
479;Helicocentrífugo Residencial;20685429727;RUC;Jurídico
113;Ventilador Industrial;42933485;DNI;Natural
5;Termostatos;10236637;DNI;Natural
106;Split Pared;94270379;DNI;Natural
197;Ventilador Industrial;36053783;DNI;Natural
199;Circular Residencial ;96049172;DNI;Natural
464;Helicocentrífugo Comercial ;20261777707;RUC;Jurídico
186;Bomba de Condensado;85089186;DNI;Natural
414;Split Ducto;20063727460;RUC;Jurídico
496;VRF;20542289305;RUC;Jurídico
33;Helicocentrífugo Residencial;93956514;DNI;Natural
63;Manguera;34762965;DNI;Natural
372;Split Pared;20619933139;RUC;Jurídico
29;VRV;41795693;DNI;Natural
196;Split Piso Techo;13128671;DNI;Natural
100;Helicocentrífugo Comercial ;41819332;DNI;Natural
91;Visor Líquido;77876908;DNI;Natural
264;Bomba de Condensado;28946107;DNI;Natural
310;Cassette;20421245413;RUC;Jurídico
365;Cassette;20882109726;RUC;Jurídico
471;Split Piso Techo;20326417021;RUC;Jurídico
421;Ventilador Tubular;20139369133;RUC;Jurídico
280;Split Piso Techo;55823923;DNI;Natural
442;Manguera;20230956922;RUC;Jurídico
57;Split Piso Techo;75923135;DNI;Natural
338;Helicocentrífugo Silent  ;20558166758;RUC;Jurídico
265;Ventana;68182889;DNI;Natural
384;Circular Residencial ;20499875082;RUC;Jurídico
1;Split Ducto;20371555;DNI;Natural
422;Termostatos;20774236074;RUC;Jurídico
312;Aislamiento Térmico;20953765662;RUC;Jurídico
129;Cortina de Aire Industrial;74767090;DNI;Natural
143;Ventana;90584094;DNI;Natural
250;Tipo Paquete;43031062;DNI;Natural
453;Split Piso Techo;20839981850;RUC;Jurídico
52;Rejilla 1 vía;79370509;DNI;Natural
493;Split Pared;20970551009;RUC;Jurídico
41;Termostatos;63548906;DNI;Natural
469;VRV;20084262886;RUC;Jurídico
52;Termostatos;79370509;DNI;Natural
489;Ducto Rectangular;20785328277;RUC;Jurídico
454;Split Pared;20351149566;RUC;Jurídico
15;Cassette;50685872;DNI;Natural
219;Fan Coil;16743754;DNI;Natural
425;Circular Residencial ;20552961079;RUC;Jurídico
100;Helicocentrífugo Comercial ;41819332;DNI;Natural
378;Helicocentrífugo Residencial;20091969037;RUC;Jurídico
246;Manguera;17861202;DNI;Natural
97;Helicocentrífugo Comercial ;55562141;DNI;Natural
298;Split Pared;14321179;DNI;Natural
383;Ventilador Industrial;20840788663;RUC;Jurídico
466;Axial Residencial;20829445311;RUC;Jurídico
9;Fan Coil;35956616;DNI;Natural
191;Split Ducto;59825302;DNI;Natural
426;Cassette;20885384856;RUC;Jurídico
135;Split Piso Techo;45696556;DNI;Natural
196;Cinta de Aluminio;13128671;DNI;Natural
143;Ventilador Tubular;90584094;DNI;Natural
237;Ventilador Tubular;47161799;DNI;Natural
339;Split Pared;20978526621;RUC;Jurídico
455;Split Pared;20099578930;RUC;Jurídico
390;Ventilador Tubular;20122294716;RUC;Jurídico
443;Split Pared;20359749202;RUC;Jurídico
392;Rejilla Rotacional;20297463870;RUC;Jurídico
393;Helicocentrífugo Silent  ;20098810404;RUC;Jurídico
50;Split Ducto;50252311;DNI;Natural
146;VRF;46392535;DNI;Natural
303;VRF;20362414268;RUC;Jurídico
401;Termostatos;20632846560;RUC;Jurídico
334;Fan Coil;20274313525;RUC;Jurídico
416;Helicocentrífugo Residencial;20063604047;RUC;Jurídico
100;Rejilla 1 vía;41819332;DNI;Natural
231;Bomba de Condensado;33536207;DNI;Natural
21;Split Pared;19541819;DNI;Natural
25;Circular Residencial ;95311295;DNI;Natural
97;Ventana;55562141;DNI;Natural
166;Helicocentrífugo Residencial;48632810;DNI;Natural
66;Helicocentrífugo Silent  ;13965949;DNI;Natural
195;Rejilla de Retorno;34582754;DNI;Natural
409;Helicocentrífugo Silent  ;20095828050;RUC;Jurídico
432;Llave de Paso;20166496368;RUC;Jurídico
270;Gas Refrigerante;60791743;DNI;Natural
38;Split Ducto;10153244;DNI;Natural
317;Split Piso Techo;20366392285;RUC;Jurídico
363;Cinta de Aluminio;20147269508;RUC;Jurídico
148;Bomba de Condensado;36487555;DNI;Natural
473;Rejilla 3 vías;20555950817;RUC;Jurídico
381;Cortina de Aire Industrial;20016552704;RUC;Jurídico
415;Ducto Circular;20638226765;RUC;Jurídico
155;Rejilla de Retorno;35826388;DNI;Natural
398;Ventilador Centrífugo;20594959515;RUC;Jurídico
73;Tipo Paquete;12130198;DNI;Natural
165;Helicocentrífugo Residencial;61991921;DNI;Natural
62;Termostatos;42067921;DNI;Natural
360;Termostatos;20023634763;RUC;Jurídico
13;Ventilador Industrial;45817517;DNI;Natural
409;Ventilador Tubular;20095828050;RUC;Jurídico
312;Tipo Paquete;20953765662;RUC;Jurídico
325;Ducto Rectangular;20755903552;RUC;Jurídico
354;Cassette;20143053557;RUC;Jurídico
130;Termostatos;23116375;DNI;Natural
393;Termostatos;20098810404;RUC;Jurídico
118;Helicocentrífugo Silent  ;49534418;DNI;Natural
96;Helicocentrífugo Silent  ;28645907;DNI;Natural
259;Axial Residencial;68694927;DNI;Natural
42;Tipo Paquete;21353357;DNI;Natural
74;VRF;90718648;DNI;Natural
125;Ducto Flexible;31291569;DNI;Natural
343;VRV;20096223149;RUC;Jurídico
173;Helicocentrífugo Comercial ;41032798;DNI;Natural
62;Cassette;42067921;DNI;Natural
371;Rejilla 4 vías;20016514237;RUC;Jurídico
303;Ventana;20362414268;RUC;Jurídico
496;Ducto Rectangular;20542289305;RUC;Jurídico
443;Ventana;20359749202;RUC;Jurídico
200;Fan Coil;33929015;DNI;Natural
151;Tipo Paquete;69916654;DNI;Natural
465;Ventana;20659097567;RUC;Jurídico
86;Circular Residencial ;69161940;DNI;Natural
348;VRF;20618321823;RUC;Jurídico
279;Tipo Paquete;32180071;DNI;Natural
316;Split Piso Techo;20861416027;RUC;Jurídico
44;Split Ducto;83581653;DNI;Natural
5;Helicocentrífugo Residencial;10236637;DNI;Natural
417;Ventilador Centrífugo;20948051222;RUC;Jurídico
357;VRF;20139488893;RUC;Jurídico
380;Rejilla Circular;20599100175;RUC;Jurídico
207;Repuestos;63992566;DNI;Natural
22;Split Piso Techo;80024975;DNI;Natural
381;Fan Coil;20016552704;RUC;Jurídico
308;Helicocentrífugo Residencial;20469675998;RUC;Jurídico
477;Ventilador Tubular;20666597533;RUC;Jurídico
411;Cortina de Aire ;20174874262;RUC;Jurídico
345;Cortina de Aire ;20367696161;RUC;Jurídico
334;Cinta de Aluminio;20274313525;RUC;Jurídico
398;VRF;20594959515;RUC;Jurídico
43;Cortina de Aire Industrial;22148550;DNI;Natural
290;Split Ducto;84838466;DNI;Natural
346;Ventilador Centrífugo;20310193926;RUC;Jurídico
56;Cortina de Aire ;44191656;DNI;Natural
276;Rejilla Circular;72089232;DNI;Natural
50;Axial Residencial;50252311;DNI;Natural
114;Helicocentrífugo Silent  ;85095668;DNI;Natural
118;Aislamiento Térmico;49534418;DNI;Natural
456;Ducto Rectangular;20017998935;RUC;Jurídico
388;Tipo Paquete;20151662716;RUC;Jurídico
464;Rejilla Doble Deflexión;20261777707;RUC;Jurídico
160;Termostatos;64013255;DNI;Natural
235;Ventana;14676794;DNI;Natural
207;Ventana;63992566;DNI;Natural
316;Circular Residencial ;20861416027;RUC;Jurídico
364;Cassette;20043661201;RUC;Jurídico
279;Helicocentrífugo Residencial;32180071;DNI;Natural
64;Cassette;76253251;DNI;Natural
34;Helicocentrífugo Silent  ;44287974;DNI;Natural
122;VRV;29691785;DNI;Natural
41;Split Piso Techo;63548906;DNI;Natural
480;Helicocentrífugo Comercial ;20257511937;RUC;Jurídico
485;Cortina de Aire ;20568680306;RUC;Jurídico
368;Ventana;20016495290;RUC;Jurídico
100;Tipo Paquete;41819332;DNI;Natural
208;Tipo Paquete;55863357;DNI;Natural
382;Tipo Paquete;20814351551;RUC;Jurídico
422;Split Pared;20774236074;RUC;Jurídico
270;Ventilador Centrífugo;60791743;DNI;Natural
36;Filtro Deshumedecedor;81367734;DNI;Natural
195;Cassette;34582754;DNI;Natural
265;Rejilla de Retorno;68182889;DNI;Natural
295;Cortina de Aire Industrial;82536780;DNI;Natural
250;Aislamiento Térmico;43031062;DNI;Natural
81;Helicocentrífugo Comercial ;24532220;DNI;Natural
26;Cortina de Aire Industrial;60833131;DNI;Natural
296;Split Pared;63267341;DNI;Natural
55;Llave de Paso;36378300;DNI;Natural
276;Split Piso Techo;72089232;DNI;Natural
289;Fan Coil;15679989;DNI;Natural
368;Rejilla 4 vías;20016495290;RUC;Jurídico
252;Ventilador Centrífugo;42750834;DNI;Natural
228;Split Piso Techo;22840497;DNI;Natural
287;Split Piso Techo;33321414;DNI;Natural
111;Split Pared;29289996;DNI;Natural
91;Cassette;77876908;DNI;Natural
190;Ducto Rectangular;41616878;DNI;Natural
3;Termostatos;59523429;DNI;Natural
362;Ventana;20828583231;RUC;Jurídico
410;Termostatos;20143368022;RUC;Jurídico
284;Split Piso Techo;87423665;DNI;Natural
148;Rejilla 4 vías;36487555;DNI;Natural
274;Tipo Paquete;96415257;DNI;Natural
119;Ducto Rectangular;85939187;DNI;Natural
56;Ventana;44191656;DNI;Natural
23;Rejilla Circular;21958280;DNI;Natural
23;Split Pared;21958280;DNI;Natural
235;Filtro Deshumedecedor;14676794;DNI;Natural
136;Split Ducto;91262933;DNI;Natural
163;Ventilador Tubular;53489003;DNI;Natural
214;Filtro Metálico;33222507;DNI;Natural
459;Split Piso Techo;20538757529;RUC;Jurídico
200;Helicocentrífugo Residencial;33929015;DNI;Natural
411;Cortina de Aire Industrial;20174874262;RUC;Jurídico
25;Ventana;95311295;DNI;Natural
55;Cassette;36378300;DNI;Natural
135;VRV;45696556;DNI;Natural
4;Tipo Paquete;87834304;DNI;Natural
179;Cassette;81194316;DNI;Natural
33;Cortina de Aire Industrial;93956514;DNI;Natural
358;Ventana;20686795534;RUC;Jurídico
428;Ventilador Tubular;20676742895;RUC;Jurídico
345;Helicocentrífugo Residencial;20367696161;RUC;Jurídico
109;Cassette;80625314;DNI;Natural
226;Válvula de Servicio;38161990;DNI;Natural
443;Cinta de Aluminio;20359749202;RUC;Jurídico
269;Circular Residencial ;45668624;DNI;Natural
311;Ventana;20079447253;RUC;Jurídico
253;Helicocentrífugo Residencial;28776480;DNI;Natural
437;Helicocentrífugo Residencial;20986546382;RUC;Jurídico
124;Split Piso Techo;13993719;DNI;Natural
179;Rejilla 3 vías;81194316;DNI;Natural
326;Cortina de Aire ;20553338373;RUC;Jurídico
278;VRV;13076752;DNI;Natural
41;Ventana;63548906;DNI;Natural
326;VRV;20553338373;RUC;Jurídico
18;Ducto Flexible;59269700;DNI;Natural
402;Rejilla de Retorno;20165212174;RUC;Jurídico
452;VRF;20842782083;RUC;Jurídico
291;Ventilador Industrial;86138743;DNI;Natural
226;Filtro Hepa;38161990;DNI;Natural
327;Tipo Paquete;20790460249;RUC;Jurídico
38;Split Pared;10153244;DNI;Natural
221;Termostatos;69813522;DNI;Natural
431;Cassette;20370608419;RUC;Jurídico
463;Tubería de Cobre;20999194120;RUC;Jurídico
358;VRF;20686795534;RUC;Jurídico
477;Tipo Paquete;20666597533;RUC;Jurídico
369;Presostato;20278129282;RUC;Jurídico
462;Split Ducto;20056752611;RUC;Jurídico
273;Ventilador Industrial;37959691;DNI;Natural
61;Ventilador Centrífugo;89535911;DNI;Natural
405;Llave de Paso;20628732631;RUC;Jurídico
187;VRV;79875576;DNI;Natural
275;VRV;36451724;DNI;Natural
197;VRV;36053783;DNI;Natural
448;Split Ducto;20814877695;RUC;Jurídico
474;VRF;20219263870;RUC;Jurídico
452;Ducto Circular;20842782083;RUC;Jurídico
402;Cortina de Aire Industrial;20165212174;RUC;Jurídico
289;Fan Coil;15679989;DNI;Natural
139;Termostatos;89067604;DNI;Natural
358;Split Ducto;20686795534;RUC;Jurídico
49;Split Ducto;40797344;DNI;Natural
164;Split Ducto;87547672;DNI;Natural
396;Válvula de Servicio;20815519285;RUC;Jurídico
410;Rejilla Lineal;20143368022;RUC;Jurídico
200;VRF;33929015;DNI;Natural
331;Fan Coil;20910604931;RUC;Jurídico
186;Válvula de Servicio;85089186;DNI;Natural
250;Filtro Metálico;43031062;DNI;Natural
260;Axial Residencial;44883589;DNI;Natural
259;Tipo Paquete;68694927;DNI;Natural
131;Ventana;76312610;DNI;Natural
395;Ventana;20739457532;RUC;Jurídico
378;Ventana;20091969037;RUC;Jurídico
135;Helicocentrífugo Residencial;45696556;DNI;Natural
288;Helicocentrífugo Residencial;15526717;DNI;Natural
192;VRF;35850470;DNI;Natural
39;Tipo Paquete;16019965;DNI;Natural
81;VRF;24532220;DNI;Natural
168;Ventana;27785930;DNI;Natural
247;Ventilador Industrial;80472825;DNI;Natural
31;Helicocentrífugo Comercial ;40496568;DNI;Natural
317;Rejilla 1 vía;20366392285;RUC;Jurídico
492;Ventana;20081143811;RUC;Jurídico
431;Rejilla 2 vías;20370608419;RUC;Jurídico
81;Helicocentrífugo Comercial ;24532220;DNI;Natural
134;Split Pared;83519788;DNI;Natural
301;Ventilador Tubular;20585775210;RUC;Jurídico
24;Filtro Deshumedecedor;27554396;DNI;Natural
324;Tipo Paquete;20042793047;RUC;Jurídico
44;Helicocentrífugo Residencial;83581653;DNI;Natural
338;Termostatos;20558166758;RUC;Jurídico
308;VRF;20469675998;RUC;Jurídico
464;VRF;20261777707;RUC;Jurídico
81;Axial Residencial;24532220;DNI;Natural
256;Gas Refrigerante;23027948;DNI;Natural
390;Fan Coil;20122294716;RUC;Jurídico
46;Ventilador Industrial;79167686;DNI;Natural
308;Rejilla Circular;20469675998;RUC;Jurídico
389;Termostatos;20255660233;RUC;Jurídico
225;Ventilador Centrífugo;31317224;DNI;Natural
444;Axial Residencial;20137384066;RUC;Jurídico
254;Axial Residencial;29962348;DNI;Natural
421;Split Piso Techo;20139369133;RUC;Jurídico
436;Cassette;20394865120;RUC;Jurídico
117;Tipo Paquete;17567520;DNI;Natural
462;Ventana;20056752611;RUC;Jurídico
496;VRF;20542289305;RUC;Jurídico
499;Split Piso Techo;20959276550;RUC;Jurídico
272;Cortina de Aire ;50820592;DNI;Natural
411;Ventana;20174874262;RUC;Jurídico
363;Ventilador Centrífugo;20147269508;RUC;Jurídico
86;Cortina de Aire ;69161940;DNI;Natural
389;Rejilla Lineal;20255660233;RUC;Jurídico
379;Ventilador Tubular;20267043561;RUC;Jurídico
62;Tipo Paquete;42067921;DNI;Natural
85;Ventilador Tubular;63554229;DNI;Natural
304;Axial Residencial;20190026008;RUC;Jurídico
474;Cortina de Aire ;20219263870;RUC;Jurídico
449;Cassette;20844062475;RUC;Jurídico
319;Termostatos;20193140048;RUC;Jurídico
315;VRV;20638068302;RUC;Jurídico
498;VRF;20990804585;RUC;Jurídico
11;Circular Residencial ;84389342;DNI;Natural
261;Filtro Hepa;30426771;DNI;Natural
56;Split Ducto;44191656;DNI;Natural
323;Split Ducto;20362124702;RUC;Jurídico
87;Ventilador Centrífugo;85114956;DNI;Natural
434;VRF;20736143708;RUC;Jurídico
87;VRV;85114956;DNI;Natural
20;Ventilador Centrífugo;97131621;DNI;Natural
287;Termostatos;33321414;DNI;Natural
447;Tipo Paquete;20640012631;RUC;Jurídico
111;Rejilla 2 vías;29289996;DNI;Natural
394;Split Piso Techo;20210827617;RUC;Jurídico
298;Rejilla Doble Deflexión;14321179;DNI;Natural
256;Rejilla Lineal;23027948;DNI;Natural
205;Ducto Rectangular;96770551;DNI;Natural
362;Fan Coil;20828583231;RUC;Jurídico
29;Ventilador Industrial;41795693;DNI;Natural
426;Helicocentrífugo Silent  ;20885384856;RUC;Jurídico
238;Aislamiento Térmico;50833522;DNI;Natural
356;Ventilador Industrial;20536403325;RUC;Jurídico
328;Repuestos;20196270452;RUC;Jurídico
314;Helicocentrífugo Residencial;20062242626;RUC;Jurídico
32;Cortina de Aire ;56010947;DNI;Natural
340;Filtro Hepa;20824752378;RUC;Jurídico
378;Fan Coil;20091969037;RUC;Jurídico
395;VRF;20739457532;RUC;Jurídico
134;Fan Coil;83519788;DNI;Natural
154;Helicocentrífugo Silent  ;46362851;DNI;Natural
339;Termostatos;20978526621;RUC;Jurídico
52;Ventana;79370509;DNI;Natural
239;Filtro Hepa;87713081;DNI;Natural
232;Split Piso Techo;29884380;DNI;Natural
174;Rejilla Multifuncional;34527965;DNI;Natural
394;Ventilador Industrial;20210827617;RUC;Jurídico
108;Cortina de Aire ;40649144;DNI;Natural
224;Ventilador Industrial;94389470;DNI;Natural
252;Helicocentrífugo Comercial ;42750834;DNI;Natural
43;Cortina de Aire ;22148550;DNI;Natural
43;Split Ducto;22148550;DNI;Natural
253;Termostatos;28776480;DNI;Natural
212;Ventana;87185129;DNI;Natural
315;Cassette;20638068302;RUC;Jurídico
270;Cinta de Aluminio;60791743;DNI;Natural
33;Split Piso Techo;93956514;DNI;Natural
245;Axial Residencial;90228711;DNI;Natural
134;Helicocentrífugo Residencial;83519788;DNI;Natural
149;Split Ducto;33416990;DNI;Natural
497;Rejilla 2 vías;20113788142;RUC;Jurídico
60;Rejilla Circular;26162564;DNI;Natural
158;Tipo Paquete;93587805;DNI;Natural
355;Gas Refrigerante;20637022179;RUC;Jurídico
115;Tipo Paquete;81517865;DNI;Natural
60;Split Pared;26162564;DNI;Natural
261;VRV;30426771;DNI;Natural
371;Ventilador Tubular;20016514237;RUC;Jurídico
56;VRV;44191656;DNI;Natural
85;Ventilador Centrífugo;63554229;DNI;Natural
227;Rejilla de Retorno;28464595;DNI;Natural
298;Split Piso Techo;14321179;DNI;Natural
426;VRV;20885384856;RUC;Jurídico
256;Split Ducto;23027948;DNI;Natural
360;VRF;20023634763;RUC;Jurídico
79;Split Pared;61912909;DNI;Natural
